|   Iteraciones |             a |            xm |             b |         f(xm) | Error             |
|          36 | 1.98968420 | 1.71685028 | 5.92665402 | 0.00000250 |
|          37 | 1.98967395 | 1.71684648 | 5.92664446 | 0.00000173 |
|          38 | 1.98966688 | 1.71684393 | 5.92663775 | 0.00000119 |
|          39 | 1.98966202 | 1.71684223 | 5.92663308 | 0.00000082 |
|          40 | 1.98965870 | 1.71684111 | 5.92662983 | 0.00000056 |
|          41 | 1.98965645 | 1.71684038 | 5.92662758 | 0.00000038 |
|          42 | 1.98965492 | 1.71683990 | 5.92662603 | 0.00000026 |
|          43 | 1.98965389 | 1.71683959 | 5.92662497 | 0.00000018 |
|          44 | 1.98965320 | 1.71683940 | 5.92662424 | 0.00000012 |
|          45 | 1.98965275 | 1.71683928 | 5.92662375 | 0.00000008 |



Resultados del metodo de SOR con la matriz A: 
[[100. -68.   3.]
 [-20.  40.  12.]
 [-10. -10.  40.]]

b: 
[100. 100. 200.]

x0:
[1. 1. 1.]

w:
0.4

|   Iteración |         x1 |         x2 |         x3 |      Error |
|-------------|------------|------------|------------|------------|
|           0 | 1.00000000 | 1.00000000 | 1.00000000 | 0.00000000 |
|           1 | 1.26000000 | 1.73200000 | 2.89920000 | 1.89920000 |
|           2 | 1.59231360 | 2.00975872 | 4.09972723 | 1.20052723 |
|           3 | 1.85284581 | 2.08445713 | 4.85356663 | 0.75383940 |
|           4 | 2.02043702 | 2.07233368 | 5.32141705 | 0.46785042 |
|           5 | 2.11207997 | 2.02724616 | 5.60678284 | 0.28536579 |
|           6 | 2.15137754 | 1.97380926 | 5.77658839 | 0.16980554 |
|           7 | 2.15838358 | 1.92277167 | 5.87406856 | 0.09748017 |
|           8 | 2.14753522 | 1.87828182 | 5.92702284 | 0.05295428 |
|           9 | 2.12828951 | 1.84138425 | 5.95318108 | 0.03689757 |
|          10 | 2.10639205 | 1.81172723 | 5.96372058 | 0.02965702 |
|          11 | 2.08506039 | 1.78840195 | 5.96557858 | 0.02332528 |
|          12 | 2.06589462 | 1.77035066 | 5.96297168 | 0.01916577 |
|          13 | 2.04951649 | 1.75655710 | 5.95839036 | 0.01637813 |
|          14 | 2.03599274 | 1.74612596 | 5.95324609 | 0.01352375 |
|          15 | 2.02510295 | 1.73830664 | 5.94828861 | 0.01088979 |
|          16 | 2.01650171 | 1.73248969 | 5.94387231 | 0.00860124 |
|          17 | 2.00981176 | 1.72819149 | 5.94012371 | 0.00668996 |
|          18 | 2.00467365 | 1.72503478 | 5.93704507 | 0.00513810 |
|          19 | 2.00076911 | 1.72272928 | 5.93457688 | 0.00390454 |
|          20 | 1.99782891 | 1.72105413 | 5.93263443 | 0.00294020 |
|          21 | 1.99563245 | 1.71984283 | 5.93112819 | 0.00219645 |
|          22 | 1.99400319 | 1.71897096 | 5.92997433 | 0.00162927 |
|          23 | 1.99280232 | 1.71834612 | 5.92909944 | 0.00120087 |
|          24 | 1.99192234 | 1.71790021 | 5.92844192 | 0.00087998 |
|          25 | 1.99128096 | 1.71758329 | 5.92795158 | 0.00064138 |
|          26 | 1.99081581 | 1.71735894 | 5.92758842 | 0.00046515 |
|          27 | 1.99048006 | 1.71720077 | 5.92732113 | 0.00033575 |
|          28 | 1.99023879 | 1.71708968 | 5.92712553 | 0.00024127 |
|          29 | 1.99006616 | 1.71701198 | 5.92698313 | 0.00017263 |
|          30 | 1.98994316 | 1.71695784 | 5.92687998 | 0.00012300 |
|          31 | 1.98985587 | 1.71692028 | 5.92680560 | 0.00008729 |
|          32 | 1.98979417 | 1.71689433 | 5.92675221 | 0.00006170 |
|          33 | 1.98975073 | 1.71687648 | 5.92671405 | 0.00004344 |
|          34 | 1.98972027 | 1.71686426 | 5.92668688 | 0.00003046 |
|          35 | 1.98969900 | 1.71685593 | 5.92666762 | 0.00002127 |
|          36 | 1.98968420 | 1.71685028 | 5.92665402 | 0.00001480 |
|          37 | 1.98967395 | 1.71684648 | 5.92664446 | 0.00001025 |
|          38 | 1.98966688 | 1.71684393 | 5.92663775 | 0.00000707 |
|          39 | 1.98966202 | 1.71684223 | 5.92663308 | 0.00000486 |
|          40 | 1.98965870 | 1.71684111 | 5.92662983 | 0.00000332 |
|          41 | 1.98965645 | 1.71684038 | 5.92662758 | 0.00000226 |
|          42 | 1.98965492 | 1.71683990 | 5.92662603 | 0.00000155 |
|          43 | 1.98965389 | 1.71683959 | 5.92662497 | 0.00000106 |
|          44 | 1.98965320 | 1.71683940 | 5.92662424 | 0.00000073 |
|          45 | 1.98965275 | 1.71683928 | 5.92662375 | 0.00000049 |
|          46 | 1.98965245 | 1.71683921 | 5.92662341 | 0.00000033 |
|          47 | 1.98965225 | 1.71683917 | 5.92662319 | 0.00000022 |
|          48 | 1.98965213 | 1.71683914 | 5.92662304 | 0.00000015 |
|          49 | 1.98965205 | 1.71683913 | 5.92662294 | 0.00000010 |



Resultados del metodo de SOR con la matriz A: 
[[100. -68.   3.]
 [-20.  40.  12.]
 [-10. -10.  40.]]

b: 
[100. 100. 200.]

x0:
[1. 1. 1.]

w:
0.4

|   Iteracion |         x1 |         x2 |         x3 |      Error |
|-------------|------------|------------|------------|------------|
|           0 | 1.00000000 | 1.00000000 | 1.00000000 | 0.00000000 |
|           1 | 1.26000000 | 1.73200000 | 2.89920000 | 1.89920000 |
|           2 | 1.59231360 | 2.00975872 | 4.09972723 | 1.20052723 |
|           3 | 1.85284581 | 2.08445713 | 4.85356663 | 0.75383940 |
|           4 | 2.02043702 | 2.07233368 | 5.32141705 | 0.46785042 |
|           5 | 2.11207997 | 2.02724616 | 5.60678284 | 0.28536579 |
|           6 | 2.15137754 | 1.97380926 | 5.77658839 | 0.16980554 |
|           7 | 2.15838358 | 1.92277167 | 5.87406856 | 0.09748017 |
|           8 | 2.14753522 | 1.87828182 | 5.92702284 | 0.05295428 |
|           9 | 2.12828951 | 1.84138425 | 5.95318108 | 0.03689757 |
|          10 | 2.10639205 | 1.81172723 | 5.96372058 | 0.02965702 |
|          11 | 2.08506039 | 1.78840195 | 5.96557858 | 0.02332528 |
|          12 | 2.06589462 | 1.77035066 | 5.96297168 | 0.01916577 |
|          13 | 2.04951649 | 1.75655710 | 5.95839036 | 0.01637813 |
|          14 | 2.03599274 | 1.74612596 | 5.95324609 | 0.01352375 |
|          15 | 2.02510295 | 1.73830664 | 5.94828861 | 0.01088979 |
|          16 | 2.01650171 | 1.73248969 | 5.94387231 | 0.00860124 |
|          17 | 2.00981176 | 1.72819149 | 5.94012371 | 0.00668996 |
|          18 | 2.00467365 | 1.72503478 | 5.93704507 | 0.00513810 |
|          19 | 2.00076911 | 1.72272928 | 5.93457688 | 0.00390454 |
|          20 | 1.99782891 | 1.72105413 | 5.93263443 | 0.00294020 |
|          21 | 1.99563245 | 1.71984283 | 5.93112819 | 0.00219645 |
|          22 | 1.99400319 | 1.71897096 | 5.92997433 | 0.00162927 |
|          23 | 1.99280232 | 1.71834612 | 5.92909944 | 0.00120087 |
|          24 | 1.99192234 | 1.71790021 | 5.92844192 | 0.00087998 |
|          25 | 1.99128096 | 1.71758329 | 5.92795158 | 0.00064138 |
|          26 | 1.99081581 | 1.71735894 | 5.92758842 | 0.00046515 |
|          27 | 1.99048006 | 1.71720077 | 5.92732113 | 0.00033575 |
|          28 | 1.99023879 | 1.71708968 | 5.92712553 | 0.00024127 |
|          29 | 1.99006616 | 1.71701198 | 5.92698313 | 0.00017263 |
|          30 | 1.98994316 | 1.71695784 | 5.92687998 | 0.00012300 |
|          31 | 1.98985587 | 1.71692028 | 5.92680560 | 0.00008729 |
|          32 | 1.98979417 | 1.71689433 | 5.92675221 | 0.00006170 |
|          33 | 1.98975073 | 1.71687648 | 5.92671405 | 0.00004344 |
|          34 | 1.98972027 | 1.71686426 | 5.92668688 | 0.00003046 |
|          35 | 1.98969900 | 1.71685593 | 5.92666762 | 0.00002127 |
|          36 | 1.98968420 | 1.71685028 | 5.92665402 | 0.00001480 |
|          37 | 1.98967395 | 1.71684648 | 5.92664446 | 0.00001025 |
|          38 | 1.98966688 | 1.71684393 | 5.92663775 | 0.00000707 |
|          39 | 1.98966202 | 1.71684223 | 5.92663308 | 0.00000486 |
|          40 | 1.98965870 | 1.71684111 | 5.92662983 | 0.00000332 |
|          41 | 1.98965645 | 1.71684038 | 5.92662758 | 0.00000226 |
|          42 | 1.98965492 | 1.71683990 | 5.92662603 | 0.00000155 |
|          43 | 1.98965389 | 1.71683959 | 5.92662497 | 0.00000106 |
|          44 | 1.98965320 | 1.71683940 | 5.92662424 | 0.00000073 |
|          45 | 1.98965275 | 1.71683928 | 5.92662375 | 0.00000049 |
|          46 | 1.98965245 | 1.71683921 | 5.92662341 | 0.00000033 |
|          47 | 1.98965225 | 1.71683917 | 5.92662319 | 0.00000022 |
|          48 | 1.98965213 | 1.71683914 | 5.92662304 | 0.00000015 |
|          49 | 1.98965205 | 1.71683913 | 5.92662294 | 0.00000010 |



Resultados del metodo de la biseccion para la funcion x^3+3*x^2+12*x+8 del intervalo -5 a 5, con una tolerancia de 0.0001

|   Iteraciones |             a |            xm |            b |   f(xm) | Error   |
|---------------|---------------|---------------|--------------|---------|---------|
|             1 | -5.0000000000 |  0.0000000000 | 0.0000000000 |   8     |         |
|             2 | -2.5000000000 | -2.5000000000 | 0.0000000000 | -18.875 | 0       |



Resultados del metodo de la biseccion para la funcion x^3+3*x^2+12*x+8 del intervalo -5 a 5, con una tolerancia de 0.0001

|   Iteraciones |             a |            xm |             b |         f(xm) | Error                  |
|---------------|---------------|---------------|---------------|---------------|------------------------|
|             1 | -5.0000000000 |  0.0000000000 |  0.0000000000 |   8           |                        |
|             2 | -2.5000000000 | -2.5000000000 |  0.0000000000 | -18.875       | 100                    |
|             3 | -1.2500000000 | -1.2500000000 |  0.0000000000 |  -4.26562     | 100                    |
|             4 | -1.2500000000 | -0.6250000000 | -0.6250000000 |   1.42773     | 0.5                    |
|             5 | -0.9375000000 | -0.9375000000 | -0.6250000000 |  -1.43726     | 0.5                    |
|             6 | -0.7812500000 | -0.7812500000 | -0.6250000000 |  -0.0207825   | 0.25                   |
|             7 | -0.7812500000 | -0.7031250000 | -0.7031250000 |   0.69804     | 0.1                    |
|             8 | -0.7812500000 | -0.7421875000 | -0.7421875000 |   0.337449    | 0.05                   |
|             9 | -0.7812500000 | -0.7617187500 | -0.7617187500 |   0.15806     | 0.025                  |
|            10 | -0.7812500000 | -0.7714843750 | -0.7714843750 |   0.0685736   | 0.0125                 |
|            11 | -0.7812500000 | -0.7763671875 | -0.7763671875 |   0.0238796   | 0.00625                |
|            12 | -0.7812500000 | -0.7788085938 | -0.7788085938 |   0.00154459  | 0.003125               |
|            13 | -0.7800292969 | -0.7800292969 | -0.7788085938 |  -0.00961993  | 0.001567398119122257   |
|            14 | -0.7794189453 | -0.7794189453 | -0.7788085938 |  -0.00403792  | 0.0007836990595611285  |
|            15 | -0.7791137695 | -0.7791137695 | -0.7788085938 |  -0.00124673  | 0.00039184952978056425 |
|            16 | -0.7791137695 | -0.7789611816 | -0.7789611816 |   0.000148915 | 0.00019584802193497845 |
|            17 | -0.7790374756 | -0.7790374756 | -0.7789611816 |  -0.000548909 | 9.79431929480901e-05   |



Resultados del metodo de la biseccion para la funcion x^3+3*x^2+12*x+8 del intervalo -5 a 5, con una tolerancia de 0.0001

|   Iteraciones |             a |            xm |            b |   f(xm) | Error   |
|---------------|---------------|---------------|--------------|---------|---------|
|             1 | -5.0000000000 |  0.0000000000 | 0.0000000000 |   8     |         |
|             2 | -2.5000000000 | -2.5000000000 | 0.0000000000 | -18.875 | -2.5    |



Resultados del metodo de la biseccion para la funcion x^3+3*x^2+12*x+8 del intervalo -5 a 5, con una tolerancia de 0.0001

|   Iteraciones |             a |            xm |             b |         f(xm) | Error                  |
|---------------|---------------|---------------|---------------|---------------|------------------------|
|             1 | -5.0000000000 |  0.0000000000 |  0.0000000000 |   8           |                        |
|             2 | -2.5000000000 | -2.5000000000 |  0.0000000000 | -18.875       | 100                    |
|             3 | -1.2500000000 | -1.2500000000 |  0.0000000000 |  -4.26562     | 100                    |
|             4 | -1.2500000000 | -0.6250000000 | -0.6250000000 |   1.42773     | 0.5                    |
|             5 | -0.9375000000 | -0.9375000000 | -0.6250000000 |  -1.43726     | 0.5                    |
|             6 | -0.7812500000 | -0.7812500000 | -0.6250000000 |  -0.0207825   | 0.25                   |
|             7 | -0.7812500000 | -0.7031250000 | -0.7031250000 |   0.69804     | 0.1                    |
|             8 | -0.7812500000 | -0.7421875000 | -0.7421875000 |   0.337449    | 0.05                   |
|             9 | -0.7812500000 | -0.7617187500 | -0.7617187500 |   0.15806     | 0.025                  |
|            10 | -0.7812500000 | -0.7714843750 | -0.7714843750 |   0.0685736   | 0.0125                 |
|            11 | -0.7812500000 | -0.7763671875 | -0.7763671875 |   0.0238796   | 0.00625                |
|            12 | -0.7812500000 | -0.7788085938 | -0.7788085938 |   0.00154459  | 0.003125               |
|            13 | -0.7800292969 | -0.7800292969 | -0.7788085938 |  -0.00961993  | 0.001567398119122257   |
|            14 | -0.7794189453 | -0.7794189453 | -0.7788085938 |  -0.00403792  | 0.0007836990595611285  |
|            15 | -0.7791137695 | -0.7791137695 | -0.7788085938 |  -0.00124673  | 0.00039184952978056425 |
|            16 | -0.7791137695 | -0.7789611816 | -0.7789611816 |   0.000148915 | 0.00019584802193497845 |
|            17 | -0.7790374756 | -0.7790374756 | -0.7789611816 |  -0.000548909 | 9.79431929480901e-05   |



Resultados del metodo de la biseccion para la funcion x^3+3*x^2+12*x+8 del intervalo -5 a 5, con una tolerancia de 0.0001

|   Iteraciones |             a |            xm |             b |         f(xm) | Error             |
|---------------|---------------|---------------|---------------|---------------|-------------------|
|             1 | -5.0000000000 |  0.0000000000 |  0.0000000000 |   8           |                   |
|             2 | -2.5000000000 | -2.5000000000 |  0.0000000000 | -18.875       | 2.5               |
|             3 | -1.2500000000 | -1.2500000000 |  0.0000000000 |  -4.26562     | 1.25              |
|             4 | -1.2500000000 | -0.6250000000 | -0.6250000000 |   1.42773     | 0.625             |
|             5 | -0.9375000000 | -0.9375000000 | -0.6250000000 |  -1.43726     | 0.3125            |
|             6 | -0.7812500000 | -0.7812500000 | -0.6250000000 |  -0.0207825   | 0.15625           |
|             7 | -0.7812500000 | -0.7031250000 | -0.7031250000 |   0.69804     | 0.078125          |
|             8 | -0.7812500000 | -0.7421875000 | -0.7421875000 |   0.337449    | 0.0390625         |
|             9 | -0.7812500000 | -0.7617187500 | -0.7617187500 |   0.15806     | 0.01953125        |
|            10 | -0.7812500000 | -0.7714843750 | -0.7714843750 |   0.0685736   | 0.009765625       |
|            11 | -0.7812500000 | -0.7763671875 | -0.7763671875 |   0.0238796   | 0.0048828125      |
|            12 | -0.7812500000 | -0.7788085938 | -0.7788085938 |   0.00154459  | 0.00244140625     |
|            13 | -0.7800292969 | -0.7800292969 | -0.7788085938 |  -0.00961993  | 0.001220703125    |
|            14 | -0.7794189453 | -0.7794189453 | -0.7788085938 |  -0.00403792  | 0.0006103515625   |
|            15 | -0.7791137695 | -0.7791137695 | -0.7788085938 |  -0.00124673  | 0.00030517578125  |
|            16 | -0.7791137695 | -0.7789611816 | -0.7789611816 |   0.000148915 | 0.000152587890625 |
|            17 | -0.7790374756 | -0.7790374756 | -0.7789611816 |  -0.000548909 | 7.62939453125e-05 |



Resultados del metodo de la biseccion para la funcion x^3+3*x^2+12*x+8 del intervalo -5 a 5, con una tolerancia de 0.0001

|   Iteraciones |             a |            xm |             b |         f(xm) | Error                  |
|---------------|---------------|---------------|---------------|---------------|------------------------|
|             1 | -5.0000000000 |  0.0000000000 |  0.0000000000 |   8           |                        |
|             2 | -2.5000000000 | -2.5000000000 |  0.0000000000 | -18.875       | 100                    |
|             3 | -1.2500000000 | -1.2500000000 |  0.0000000000 |  -4.26562     | 100                    |
|             4 | -1.2500000000 | -0.6250000000 | -0.6250000000 |   1.42773     | 0.5                    |
|             5 | -0.9375000000 | -0.9375000000 | -0.6250000000 |  -1.43726     | 0.5                    |
|             6 | -0.7812500000 | -0.7812500000 | -0.6250000000 |  -0.0207825   | 0.25                   |
|             7 | -0.7812500000 | -0.7031250000 | -0.7031250000 |   0.69804     | 0.1                    |
|             8 | -0.7812500000 | -0.7421875000 | -0.7421875000 |   0.337449    | 0.05                   |
|             9 | -0.7812500000 | -0.7617187500 | -0.7617187500 |   0.15806     | 0.025                  |
|            10 | -0.7812500000 | -0.7714843750 | -0.7714843750 |   0.0685736   | 0.0125                 |
|            11 | -0.7812500000 | -0.7763671875 | -0.7763671875 |   0.0238796   | 0.00625                |
|            12 | -0.7812500000 | -0.7788085938 | -0.7788085938 |   0.00154459  | 0.003125               |
|            13 | -0.7800292969 | -0.7800292969 | -0.7788085938 |  -0.00961993  | 0.001567398119122257   |
|            14 | -0.7794189453 | -0.7794189453 | -0.7788085938 |  -0.00403792  | 0.0007836990595611285  |
|            15 | -0.7791137695 | -0.7791137695 | -0.7788085938 |  -0.00124673  | 0.00039184952978056425 |
|            16 | -0.7791137695 | -0.7789611816 | -0.7789611816 |   0.000148915 | 0.00019584802193497845 |
|            17 | -0.7790374756 | -0.7790374756 | -0.7789611816 |  -0.000548909 | 9.79431929480901e-05   |



Resultados del metodo de la biseccion para la funcion x^3+3*x^2+12*x+8 del intervalo -5 a 5, con una tolerancia de 0.0001

|   Iteraciones |             a |            xm |             b |         f(xm) | Error             |
|---------------|---------------|---------------|---------------|---------------|-------------------|
|             1 | -5.0000000000 |  0.0000000000 |  0.0000000000 |   8           |                   |
|             2 | -2.5000000000 | -2.5000000000 |  0.0000000000 | -18.875       | 2.5               |
|             3 | -1.2500000000 | -1.2500000000 |  0.0000000000 |  -4.26562     | 1.25              |
|             4 | -1.2500000000 | -0.6250000000 | -0.6250000000 |   1.42773     | 0.625             |
|             5 | -0.9375000000 | -0.9375000000 | -0.6250000000 |  -1.43726     | 0.3125            |
|             6 | -0.7812500000 | -0.7812500000 | -0.6250000000 |  -0.0207825   | 0.15625           |
|             7 | -0.7812500000 | -0.7031250000 | -0.7031250000 |   0.69804     | 0.078125          |
|             8 | -0.7812500000 | -0.7421875000 | -0.7421875000 |   0.337449    | 0.0390625         |
|             9 | -0.7812500000 | -0.7617187500 | -0.7617187500 |   0.15806     | 0.01953125        |
|            10 | -0.7812500000 | -0.7714843750 | -0.7714843750 |   0.0685736   | 0.009765625       |
|            11 | -0.7812500000 | -0.7763671875 | -0.7763671875 |   0.0238796   | 0.0048828125      |
|            12 | -0.7812500000 | -0.7788085938 | -0.7788085938 |   0.00154459  | 0.00244140625     |
|            13 | -0.7800292969 | -0.7800292969 | -0.7788085938 |  -0.00961993  | 0.001220703125    |
|            14 | -0.7794189453 | -0.7794189453 | -0.7788085938 |  -0.00403792  | 0.0006103515625   |
|            15 | -0.7791137695 | -0.7791137695 | -0.7788085938 |  -0.00124673  | 0.00030517578125  |
|            16 | -0.7791137695 | -0.7789611816 | -0.7789611816 |   0.000148915 | 0.000152587890625 |
|            17 | -0.7790374756 | -0.7790374756 | -0.7789611816 |  -0.000548909 | 7.62939453125e-05 |



Resultados del metodo de punto fijo para la funcion F (1/2)*(25/x+x) y G (1/2)*(25/x)+((1/2)*x-x) con un punto inicial de 2.0, con una tolerancia de 0.0001

|   Iteraciones |              Xi |           g(xi) |       f(x) | Error               |
|---------------|-----------------|-----------------|------------|---------------------|
|             0 |    2.0000000000 |    5.2500000000 |    7.25    | NA                  |
|             1 |    5.2500000000 |   -0.2440476190 |    5.00595 | 0.6190476190476191  |
|             2 |   -0.2440476190 |  -51.0974883856 |  -51.3415  | 22.512195121951216  |
|             3 |  -51.0974883856 |   25.3041137737 |  -25.7934  | 0.9952238822932752  |
|             4 |   25.3041137737 |  -12.1580660634 |   13.146   | 3.0193352291499287  |
|             5 |  -12.1580660634 |    5.0509089917 |   -7.10716 | 3.0812614145844663  |
|             6 |    5.0509089917 |   -0.0506524314 |    5.00026 | 3.4071045594862253  |
|             7 |   -0.0506524314 | -246.7545353569 | -246.805   | 100.71700974220373  |
|             8 | -246.7545353569 |  123.3266100482 | -123.428   | 0.9997947254291013  |
|             9 |  123.3266100482 |  -61.5619481475 |   61.7647  | 3.0008215198677877  |
|            10 |  -61.5619481475 |   30.5779265683 |  -30.984   | 3.003292841753102   |
|            11 |   30.5779265683 |  -14.8801716687 |   15.6978  | 3.013280658841531   |
|            12 |  -14.8801716687 |    6.6000417624 |   -8.28013 | 3.0549444757205126  |
|            13 |    6.6000417624 |   -1.4060934713 |    5.19395 | 3.254557198939727   |
|            14 |   -1.4060934713 |   -8.1868316792 |   -9.59293 | 5.6938855040259835  |
|            15 |   -8.1868316792 |    2.5665736508 |   -5.62026 | 0.8282493733308739  |
|            16 |    2.5665736508 |    3.5870195443 |    6.15359 | 4.189790277999538   |
|            17 |    3.5870195443 |    1.6912774852 |    5.2783  | 0.28448294772249466 |
|            18 |    1.6912774852 |    6.5452241462 |    8.2365  | 1.1208935705224035  |
|            19 |    6.5452241462 |   -1.3628226265 |    5.1824  | 0.7416012885997036  |
|            20 |   -1.3628226265 |   -8.4907287415 |   -9.85355 | 5.802697004688395   |
|            21 |   -8.4907287415 |    2.7731703600 |   -5.71756 | 0.8394928553269553  |
|            22 |    2.7731703600 |    3.1208912377 |    5.89406 | 4.061740765696843   |
|            23 |    3.1208912377 |    2.4448205209 |    5.56571 | 0.11141717258036592 |
|            24 |    2.4448205209 |    3.8904394940 |    6.33526 | 0.2765318398475014  |
|            25 |    3.8904394940 |    1.2677848555 |    5.15822 | 0.37158243311802813 |
|            26 |    1.2677848555 |    9.2258246571 |   10.4936  | 2.0686906197266737  |
|            27 |    9.2258246571 |   -3.2580198973 |    5.9678  | 0.8625830315832856  |
|            28 |   -3.2580198973 |   -2.2076762577 |   -5.4657  | 3.8317275363297822  |
|            29 |   -2.2076762577 |   -4.5582239405 |   -6.7659  | 0.4757688705348318  |
|            30 |   -4.5582239405 |   -0.4631841879 |   -5.02141 | 0.5156718304080867  |
|            31 |   -0.4631841879 |  -26.7555122292 |  -27.2187  | 8.841061200827497   |
|            32 |  -26.7555122292 |   12.9105626670 |  -13.8449  | 0.98268827059103    |
|            33 |   12.9105626670 |   -5.4870818582 |    7.42348 | 3.072373832128531   |
|            34 |   -5.4870818582 |    0.4654630139 |   -5.02162 | 3.352901414745374   |
|            35 |    0.4654630139 |   26.6222486436 |   27.0877  | 12.788437950962642  |
|            36 |   26.6222486436 |  -12.8415922335 |   13.7807  | 0.9825160143245092  |
|            37 |  -12.8415922335 |    5.4473965747 |   -7.3942  | 3.073126771155693   |
|            38 |    5.4473965747 |   -0.4290241565 |    5.01837 | 3.3573815597098773  |
|            39 |   -0.4290241565 |  -28.9213764479 |  -29.3504  | 13.697179148547207  |
|            40 |  -28.9213764479 |   14.0284819622 |  -14.8929  | 0.9851658458471237  |
|            41 |   14.0284819622 |   -6.1231966020 |    7.90529 | 3.0616183936285757  |
|            42 |   -6.1231966020 |    1.0201809152 |   -5.10302 | 3.291038957931839   |
|            43 |    1.0201809152 |   11.7426382636 |   12.7628  | 7.0020693496143505  |
|            44 |   11.7426382636 |   -4.8068224046 |    6.93582 | 0.9131216603746564  |
|            45 |   -4.8068224046 |   -0.1970593264 |   -5.00388 | 3.442910778709851   |
|            46 |   -0.1970593264 |  -63.3341442827 |  -63.5312  | 23.39276786464772   |
|            47 |  -63.3341442827 |   31.4697062474 |  -31.8644  | 0.9968885767915652  |
|            48 |   31.4697062474 |  -15.3376457300 |   16.1321  | 3.0125432307716107  |
|            49 |  -15.3376457300 |    6.8538346836 |   -8.48381 | 3.051795093030903   |
|            50 |    6.8538346836 |   -1.6031207991 |    5.25071 | 3.2378196203996277  |
|            51 |   -1.6031207991 |   -6.9957309877 |   -8.59885 | 5.275307691891264   |
|            52 |   -6.9957309877 |    1.7110615098 |   -5.28467 | 0.7708429895375544  |
|            53 |    1.7110615098 |    6.4498758176 |    8.16094 | 5.088532730982972   |
|            54 |    6.4498758176 |   -1.2869160998 |    5.16296 | 0.7347140381866756  |
|            55 |   -1.2869160998 |   -9.0696848677 |  -10.3566  | 6.011885249357068   |
|            56 |   -9.0696848677 |    3.1566247579 |   -5.91306 | 0.8581079587064234  |
|            57 |    3.1566247579 |    2.3816134782 |    5.53824 | 3.8732223698771486  |
|            58 |    2.3816134782 |    4.0577359462 |    6.43935 | 0.3254143826648447  |
|            59 |    4.0577359462 |    1.0516676176 |    5.1094  | 0.4130683933788416  |
|            60 |    1.0516676176 |   11.3600508480 |   12.4117  | 2.85838251396238    |
|            61 |   11.3600508480 |   -4.5796782365 |    6.78037 | 0.9074240395872062  |
|            62 |   -4.5796782365 |   -0.4396102785 |   -5.01929 | 3.48053471472247    |
|            63 |   -0.4396102785 |  -28.2144708826 |  -28.6541  | 9.417586805536844   |
|            64 |  -28.2144708826 |   13.6642003742 |  -14.5503  | 0.984418978463335   |
|            65 |   13.6642003742 |   -5.9173009557 |    7.7469  | 3.064846102214864   |
|            66 |   -5.9173009557 |    0.8462008841 |   -5.0711  | 3.309194762355948   |
|            67 |    0.8462008841 |   14.3488056558 |   15.195   | 7.992785125633169   |
|            68 |   14.3488056558 |   -6.3032501828 |    8.04556 | 0.9410263889264238  |
|            69 |   -6.3032501828 |    1.1685211946 |   -5.13473 | 3.276413792807399   |
|            70 |    1.1685211946 |   10.1130207676 |   11.2815  | 6.3942112575671075  |
|            71 |   10.1130207676 |   -3.8204800930 |    6.29254 | 0.8844537926408607  |
|            72 |   -3.8204800930 |   -1.3616000614 |   -5.18208 | 3.6470549567972648  |
|            73 |   -1.3616000614 |   -8.4995755834 |   -9.86118 | 1.8058753824132423  |
|            74 |   -8.4995755834 |    2.7791261242 |   -5.72045 | 0.8398037586618833  |
|            75 |    2.7791261242 |    3.1082536764 |    5.88738 | 4.058362666323368   |
|            76 |    3.1082536764 |    2.4674239429 |    5.57568 | 0.10588825315646638 |
|            77 |    2.4674239429 |    3.8323003108 |    6.29972 | 0.25971610407476664 |
|            78 |    3.8323003108 |    1.3455983993 |    5.1779  | 0.3561506816442089  |
|            79 |    1.3455983993 |    8.6167481174 |    9.96235 | 1.8480268056358995  |
|            80 |    8.6167481174 |   -2.8577107888 |    5.75904 | 0.8438391860869271  |
|            81 |   -2.8577107888 |   -2.9452751331 |   -5.80299 | 4.015262479049341   |
|            82 |   -2.9452751331 |   -2.7714481080 |   -5.71672 | 0.02973044634933305 |
|            83 |   -2.7714481080 |   -3.1245534302 |   -5.896   | 0.06272064940969235 |
|            84 |   -3.1245534302 |   -2.4382949759 |   -5.56285 | 0.11300985248410932 |
|            85 |   -2.4382949759 |   -3.9073856523 |   -6.34568 | 0.28145013668805297 |
|            86 |   -3.9073856523 |   -1.2453771178 |   -5.15276 | 0.3759779062310055  |
|            87 |   -1.2453771178 |   -9.4144317809 |  -10.6598  | 2.137512000522442   |
|            88 |   -9.4144317809 |    3.3794671435 |   -6.03496 | 0.8677161673897885  |
|            89 |    3.3794671435 |    2.0090743968 |    5.38854 | 3.785774023258306   |
|            90 |    2.0090743968 |    5.2172333940 |    7.22631 | 0.6821015433174987  |
|            91 |    5.2172333940 |   -0.2127108488 |    5.00452 | 0.6149157522572622  |
|            92 |   -0.2127108488 |  -58.6588653954 |  -58.8716  | 25.527349797221337  |
|            93 |  -58.6588653954 |   29.1163361791 |  -29.5425  | 0.99637376469256    |
|            94 |   29.1163361791 |  -14.1288558326 |   14.9875  | 3.014637591575764   |
|            95 |  -14.1288558326 |    6.1797136728 |   -7.94914 | 3.0607709869878996  |
|            96 |    6.1797136728 |   -1.0671093982 |    5.1126  | 3.286328555136506   |
